name,category,spec,price,code,description,availability,image,published
Big Wire Lamp,Lamps & Diyas,16 in ₹650,650,703,"Big Wire Lamp, 16 in, at ₹650 per piece.",in_stock,/img/products/703.webp,yes
Small Wire Lamp,Lamps & Diyas,14 in ₹550,550,704,"Small Wire Lamp, 14 in, at ₹550 per piece.",in_stock,/img/products/704.webp,yes
Lamp,Lamps & Diyas,7 in ₹90,90,705,"Lamp, 7 in, at ₹90 per piece.",in_stock,/img/products/705.webp,yes
Hanging Lamp,Lamps & Diyas,9 in ₹500,500,706,"Hanging Lamp, 9 in, at ₹500 per piece.",in_stock,/img/products/706.webp,yes
Light Bird,Lights & Lighting Décor,6 × 10 ₹100,100,707,"Light Bird, 6 × 10, at ₹100 per piece.",in_stock,/img/products/707.webp,yes
Titli Bird,Lights & Lighting Décor,6 × 10 ₹100,100,708,"Titli Bird, 6 × 10, at ₹100 per piece.",in_stock,/img/products/708.webp,yes
Golden Lamp,Lamps & Diyas,"14"", 18"", 22"" ₹1,800","1,800",709,"Golden Lamp, 14"", 18"", 22"", at ₹1,800 per piece.",in_stock,/img/products/709.webp,yes
Golden Heavy Lamp,Lamps & Diyas,"16"", 24"", 30"" ₹2,700","2,700",710,"Golden Heavy Lamp, 16"", 24"", 30"", at ₹2,700 per piece.",in_stock,/img/products/710.webp,yes
Cycle,Accessories,"4 ft ₹3,000","3,000",711,"Cycle, 4 ft, at ₹3,000 per piece.",in_stock,/img/products/711.webp|/img/products/711-2.webp,yes
2 Jar Pink Marble,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,225,1101B,"2 Jar Pink Marble (MDF · 2 jars of 200–250 g), at ₹225 per piece.",in_stock,/img/products/1101B.webp|/img/products/1101B-2.webp,yes
2 Jar Green Flower Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,225,1102B,"2 Jar Green Flower Box (MDF · 2 jars of 200–250 g), at ₹225 per piece.",in_stock,/img/products/1102B.webp|/img/products/1102B-2.webp,yes
2 Jar Cream Paper,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,225,1103B,"2 Jar Cream Paper (MDF · 2 jars of 200–250 g), at ₹225 per piece.",in_stock,/img/products/1103B.webp|/img/products/1103B-2.webp,yes
2 Jar Sky,"Gift Boxes, Trays, Bags & Baskets",Kappa board · 2 jars of 200–250 g · per piece,225,1104B,"2 Jar Sky (Kappa board · 2 jars of 200–250 g), at ₹225 per piece.",in_stock,/img/products/1104B.webp,yes
2 Jar Cream Jali,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,250,1105B,"2 Jar Cream Jali (MDF · 2 jars of 200–250 g), at ₹250 per piece.",in_stock,/img/products/1105B.webp|/img/products/1105B-2.webp,yes
2 Jar Green Flower Open Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,265,1106B,"2 Jar Green Flower Open Box (MDF · 2 jars of 200–250 g), at ₹265 per piece.",in_stock,/img/products/1106B.webp,yes
2 Jar Glass,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,285,1107B,"2 Jar Glass (MDF · 2 jars of 200–250 g), at ₹285 per piece.",in_stock,/img/products/1107B.webp|/img/products/1107B-2.webp,yes
2 Jar Cream Dori,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,330,1108B,"2 Jar Cream Dori (MDF · 2 jars of 200–250 g), at ₹330 per piece.",in_stock,/img/products/1108B.webp|/img/products/1108B-2.webp|/img/products/1108B-3.webp,yes
2 Jar Blue Elephant,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,340,1109B,"2 Jar Blue Elephant (MDF · 2 jars of 200–250 g), at ₹340 per piece.",in_stock,/img/products/1109B.webp|/img/products/1109B-2.webp,yes
2 Jar Midnight,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,380,1110B,"2 Jar Midnight (MDF · 2 jars of 200–250 g), at ₹380 per piece.",in_stock,/img/products/1110B.webp,yes
2 Jar Zenith,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,380,1111B,"2 Jar Zenith (MDF · 2 jars of 200–250 g), at ₹380 per piece.",in_stock,/img/products/1111B.webp,yes
2 Jar Mor Tin Bag Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,405,1112B,"2 Jar Mor Tin Bag Box (MDF · 2 jars of 200–250 g), at ₹405 per piece.",in_stock,/img/products/1112B.webp|/img/products/1112B-2.webp,yes
2 Jar Blue Golden Ambi,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,405,1113B,"2 Jar Blue Golden Ambi (MDF · 2 jars of 200–250 g), at ₹405 per piece.",in_stock,/img/products/1113B.webp|/img/products/1113B-2.webp,yes
2 Jar Elite,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,405,1114B,"2 Jar Elite (MDF · 2 jars of 200–250 g), at ₹405 per piece.",in_stock,/img/products/1114B.webp|/img/products/1114B-2.webp,yes
3 Jar Pink Marble,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,290,1115B,"3 Jar Pink Marble (MDF · 3 jars of 200–250 g), at ₹290 per piece.",in_stock,/img/products/1115B.webp|/img/products/1115B-2.webp,yes
3 Jar Green Flower Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,290,1116B,"3 Jar Green Flower Box (MDF · 3 jars of 200–250 g), at ₹290 per piece.",in_stock,/img/products/1116B.webp|/img/products/1116B-2.webp,yes
3 Jar Cream Paper,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,290,1117B,"3 Jar Cream Paper (MDF · 3 jars of 200–250 g), at ₹290 per piece.",in_stock,/img/products/1117B.webp|/img/products/1117B-2.webp,yes
3 Jar Sky,"Gift Boxes, Trays, Bags & Baskets",Kappa board · 3 jars of 200–250 g · per piece,290,1118B,"3 Jar Sky (Kappa board · 3 jars of 200–250 g), at ₹290 per piece.",in_stock,/img/products/1118B.webp,yes
3 Jar Cream Jali,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,330,1119,"3 Jar Cream Jali (MDF · 3 jars of 200–250 g), at ₹330 per piece.",in_stock,/img/products/1119.webp|/img/products/1119-2.webp,yes
3 Jar Green Flower Open Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,345,1120,"3 Jar Green Flower Open Box (MDF · 3 jars of 200–250 g), at ₹345 per piece.",in_stock,/img/products/1120.webp,yes
3 Jar Glass,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,360,1121,"3 Jar Glass (MDF · 3 jars of 200–250 g), at ₹360 per piece.",in_stock,/img/products/1121.webp|/img/products/1121-2.webp,yes
3 Jar Cream Dori,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,395,1122,"3 Jar Cream Dori (MDF · 3 jars of 200–250 g), at ₹395 per piece.",in_stock,/img/products/1122.webp|/img/products/1122-2.webp,yes
3 Jar Maroon Mandala,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,405,1123,"3 Jar Maroon Mandala (MDF · 3 jars of 200–250 g), at ₹405 per piece.",in_stock,/img/products/1123.webp|/img/products/1123-2.webp,yes
3 Jar Commet,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,410,1124,"3 Jar Commet (MDF · 3 jars of 200–250 g), at ₹410 per piece.",in_stock,/img/products/1124.webp,yes
Daisy Triangle,"Gift Boxes, Trays, Bags & Baskets",MDF · jars of 200–250 g · per piece,440,1125,"Daisy Triangle (MDF · jars of 200–250 g), at ₹440 per piece.",in_stock,/img/products/1125.webp,yes
3 Jar Blue Golden Ambi,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,465,1126,"3 Jar Blue Golden Ambi (MDF · 3 jars of 200–250 g), at ₹465 per piece.",in_stock,/img/products/1126.webp|/img/products/1126-2.webp,yes
3 Jar Cream Mor Bag,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,465,1127,"3 Jar Cream Mor Bag (MDF · 3 jars of 200–250 g), at ₹465 per piece.",in_stock,/img/products/1127.webp|/img/products/1127-2.webp,yes
3 Jar Mor Tin Bag Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,490,1128,"3 Jar Mor Tin Bag Box (MDF · 3 jars of 200–250 g), at ₹490 per piece.",in_stock,/img/products/1128.webp|/img/products/1128-2.webp,yes
3 Jar Galaxy Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,490,1129,"3 Jar Galaxy Box (MDF · 3 jars of 200–250 g), at ₹490 per piece.",in_stock,/img/products/1129.webp,yes
3 Jar Pink Flower,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,495,1130,"3 Jar Pink Flower (MDF · 3 jars of 200–250 g), at ₹495 per piece.",in_stock,/img/products/1130.webp|/img/products/1130-2.webp,yes
Wooden Triangle,"Gift Boxes, Trays, Bags & Baskets",MDF · jars of 200–250 g · per piece,525,1131,"Wooden Triangle (MDF · jars of 200–250 g), at ₹525 per piece.",in_stock,/img/products/1131.webp,yes
Wooden Lamp Triangle,"Gift Boxes, Trays, Bags & Baskets",MDF · jars of 200–250 g · per piece,560,1132,"Wooden Lamp Triangle (MDF · jars of 200–250 g), at ₹560 per piece.",in_stock,/img/products/1132.webp,yes
3 Jar Turbo,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,580,1133,"3 Jar Turbo (MDF · 3 jars of 200–250 g), at ₹580 per piece.",in_stock,/img/products/1133.webp,yes
Square Pine,"Gift Boxes, Trays, Bags & Baskets",8 × 8inch ₹70 · 10 × 10inch ₹80 · 12 × 12inch ₹90 · 14 × 14inch ₹110 · 16 × 16inch ₹130,70,2201,"Square Pine in 5 sizes, sold per piece: 8 × 8inch ₹70, 10 × 10inch ₹80, 12 × 12inch ₹90, 14 × 14inch ₹110, 16 × 16inch ₹130.",in_stock,/img/products/2201.webp,yes
Rectangle Pine,"Gift Boxes, Trays, Bags & Baskets",8 × 12inch ₹80 · 10 × 15inch ₹95 · 12 × 18inch ₹110 · 15 × 20inch ₹135 · 16 × 24inch ₹160,80,2202,"Rectangle Pine in 5 sizes, sold per piece: 8 × 12inch ₹80, 10 × 15inch ₹95, 12 × 18inch ₹110, 15 × 20inch ₹135, 16 × 24inch ₹160.",in_stock,/img/products/2202.webp|/img/products/2202-2.webp|/img/products/2202-3.webp,yes
Laser Handle Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8inch ₹130 · 10 × 10inch ₹145 · 12 × 12inch ₹160,130,2203,"Laser Handle Basket in 3 sizes, sold per piece: 8 × 8inch ₹130, 10 × 10inch ₹145, 12 × 12inch ₹160.",in_stock,/img/products/2203.webp,yes
2 Jar Pine,"Gift Boxes, Trays, Bags & Baskets",15 × 20 × 18cm ₹95,95,2204,"2 Jar Pine, 15 × 20 × 18cm, at ₹95 per piece.",in_stock,/img/products/2204.webp,yes
Square Platter,"Gift Boxes, Trays, Bags & Baskets",12 × 12inch ₹90,90,2205,"Square Platter, 12 × 12inch, at ₹90 per piece.",in_stock,/img/products/2205.webp,yes
Rectangle Platter,"Gift Boxes, Trays, Bags & Baskets",10 × 15inch ₹100,100,2206,"Rectangle Platter, 10 × 15inch, at ₹100 per piece.",in_stock,/img/products/2206.webp,yes
Round Platter,"Gift Boxes, Trays, Bags & Baskets",12 × 12inch ₹90,90,2207,"Round Platter, 12 × 12inch, at ₹90 per piece.",in_stock,/img/products/2207.webp,yes
Hexagon Half Liner,"Gift Boxes, Trays, Bags & Baskets",10 × 10inch ₹170,170,2208,"Hexagon Half Liner, 10 × 10inch, at ₹170 per piece.",in_stock,/img/products/2208.webp,yes
Hexagon Half Fiber,"Gift Boxes, Trays, Bags & Baskets",10 × 10inch ₹170,170,2209,"Hexagon Half Fiber, 10 × 10inch, at ₹170 per piece.",in_stock,/img/products/2209.webp,yes
MDF Tray,"Gift Boxes, Trays, Bags & Baskets",8 × 12inch ₹100 · 10 × 15inch ₹120 · 11 × 17inch ₹140,100,2210,"MDF Tray in 3 sizes, sold per piece: 8 × 12inch ₹100, 10 × 15inch ₹120, 11 × 17inch ₹140.",in_stock,/img/products/2210.webp,yes
LASer Box,"Gift Boxes, Trays, Bags & Baskets",8 × 12 × 3 in ₹190,190,2211,"LASer Box, 8 × 12 × 3 in, at ₹190 per piece.",in_stock,/img/products/2211.webp,yes
Slider Box,"Gift Boxes, Trays, Bags & Baskets",10 × 10 × 3 in ₹250,250,2212,"Slider Box, 10 × 10 × 3 in, at ₹250 per piece.",in_stock,/img/products/2212.webp,yes
Ice Cream,"Gift Boxes, Trays, Bags & Baskets",8 × 8inch ₹115 · 10 × 10inch ₹145 · 12 × 12inch ₹175,115,2213,"Ice Cream in 3 sizes, sold per piece: 8 × 8inch ₹115, 10 × 10inch ₹145, 12 × 12inch ₹175.",in_stock,/img/products/2213.webp,yes
Jt Basket,"Gift Boxes, Trays, Bags & Baskets",9inch ₹40 · 13inch ₹50 · 17inch ₹75,40,2214,"Jt Basket in 3 sizes, sold per piece: 9inch ₹40, 13inch ₹50, 17inch ₹75.",in_stock,/img/products/2214.webp|/img/products/2214-2.webp,yes
Kite,Rajasthani & Haldi-Mehndi-Mayra Décor,10 in ₹90 · 12 in ₹110,90,451,"Kite in 2 sizes, sold per piece: 10 in ₹90, 12 in ₹110.",in_stock,/img/products/451.webp|/img/products/451-2.webp|/img/products/451-3.webp,yes
New Kite,Rajasthani & Haldi-Mehndi-Mayra Décor,12 in ₹130,130,452,"New Kite, 12 in, at ₹130 per piece.",in_stock,/img/products/452.webp,yes
Velvet Kite,Rajasthani & Haldi-Mehndi-Mayra Décor,12 in ₹150,150,453,"Velvet Kite, 12 in, at ₹150 per piece.",in_stock,/img/products/453.webp,yes
Rajasthani Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹100,100,454,"Rajasthani Umbrella, 2 ft, at ₹100 per piece.",in_stock,/img/products/454.webp,yes
Net Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,1.35 ft ₹150,150,455,"Net Umbrella, 1.35 ft, at ₹150 per piece.",in_stock,/img/products/455.webp,yes
Transparent Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,2.5 ft ₹150,150,456,"Transparent Umbrella, 2.5 ft, at ₹150 per piece.",in_stock,/img/products/456.webp,yes
White Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,1.7 ft ₹175,175,457,"White Umbrella, 1.7 ft, at ₹175 per piece.",in_stock,/img/products/457.webp,yes
Velvet Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹300,300,458,"Velvet Umbrella, 2 ft, at ₹300 per piece.",in_stock,/img/products/458.webp,yes
Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,13 cm ₹35 · 15 cm ₹45,35,459,"Chakri in 2 sizes, sold per piece: 13 cm ₹35, 15 cm ₹45.",in_stock,/img/products/459.webp|/img/products/459-2.webp,yes
Gendu Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,1 ft ₹50,50,460,"Gendu Chakri, 1 ft, at ₹50 per piece.",in_stock,/img/products/460.webp|/img/products/460-2.webp|/img/products/460-3.webp,yes
3 Churdi Tassal,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹110,110,461,"3 Churdi Tassal, 2 ft, at ₹110 per piece.",in_stock,/img/products/461.webp,yes
3 Joint Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,2.33 ft ₹110,110,462,"3 Joint Chakri, 2.33 ft, at ₹110 per piece.",in_stock,/img/products/462.webp,yes
4 Joint Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,1.4 ft ₹130,130,463,"4 Joint Chakri, 1.4 ft, at ₹130 per piece.",in_stock,/img/products/463.webp|/img/products/463-2.webp|/img/products/463-3.webp|/img/products/463-4.webp,yes
4 Churdi Tussal,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,400,464,"4 Churdi Tussal, at ₹400 per packet of 10.",in_stock,/img/products/464.webp,yes
"Ring with Bell (6"" and 3"")",Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹70,70,465,"Ring with Bell (6"" and 3""), 2 ft, at ₹70 per piece.",in_stock,/img/products/465.webp,yes
3 Bell Jhumar,Rajasthani & Haldi-Mehndi-Mayra Décor,3.4feet ₹160,160,466,"3 Bell Jhumar, 3.4feet, at ₹160 per piece.",in_stock,/img/products/466.webp,yes
Chakri Jhumar,Rajasthani & Haldi-Mehndi-Mayra Décor,2.4 ft ₹180,180,467,"Chakri Jhumar, 2.4 ft, at ₹180 per piece.",in_stock,/img/products/467.webp,yes
Bell Jhumar,Rajasthani & Haldi-Mehndi-Mayra Décor,2.8 ft ₹340,340,468,"Bell Jhumar, 2.8 ft, at ₹340 per piece.",in_stock,/img/products/468.webp,yes
Small Metal Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,120,469,"Small Metal Net Chakri, at ₹120 per piece.",in_stock,/img/products/469.webp|/img/products/469-2.webp|/img/products/469-3.webp,yes
Wool Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,130,470,"Wool Chakri, at ₹130 per piece.",in_stock,/img/products/470.webp,yes
Wood Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,3 ft ₹130,130,471,"Wood Net Chakri, 3 ft, at ₹130 per piece.",in_stock,/img/products/471.webp|/img/products/471-2.webp|/img/products/471-3.webp,yes
Double Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,2.5 ft ₹150,150,472,"Double Net Chakri, 2.5 ft, at ₹150 per piece.",in_stock,/img/products/472.webp|/img/products/472-2.webp|/img/products/472-3.webp|/img/products/472-4.webp,yes
Big Metal Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,150,473,"Big Metal Net Chakri, at ₹150 per piece.",in_stock,/img/products/473.webp|/img/products/473-2.webp|/img/products/473-3.webp,yes
Dream Catcher,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,150,474,"Dream Catcher, at ₹150 per piece.",in_stock,/img/products/474.webp|/img/products/474-2.webp|/img/products/474-3.webp|/img/products/474-4.webp|/img/products/474-5.webp,yes
Moti Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,160,475,"Moti Net Chakri, at ₹160 per piece.",in_stock,/img/products/475.webp|/img/products/475-2.webp|/img/products/475-3.webp,yes
Darbar Pankh,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹180,180,476,"Darbar Pankh, 2 ft, at ₹180 per piece.",in_stock,/img/products/476.webp|/img/products/476-2.webp|/img/products/476-3.webp|/img/products/476-4.webp|/img/products/476-5.webp|/img/products/476-6.webp,yes
Puppets,Rajasthani & Haldi-Mehndi-Mayra Décor,1.65 ft ₹180,180,477,"Puppets, 1.65 ft, at ₹180 per piece.",in_stock,/img/products/477.webp,yes
Re-useable Cloth Ball,Rajasthani & Haldi-Mehndi-Mayra Décor,1 ft ₹95,95,478,"Re-useable Cloth Ball, 1 ft, at ₹95 per piece.",in_stock,/img/products/478.webp,yes
Foam Patta,Rajasthani & Haldi-Mehndi-Mayra Décor,6 × 9 ft ₹12 · 9 × 10 ft ₹15,12,479,"Foam Patta in 2 sizes, sold per piece: 6 × 9 ft ₹12, 9 × 10 ft ₹15.",in_stock,/img/products/479.webp|/img/products/479-2.webp,yes
Pom Pom Chakri Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft · packet of 10,700,414,"Pom Pom Chakri Lardi, 5 ft, sold in packets of 10 at ₹700 a packet.",in_stock,/img/products/414.webp,yes
Square Churdi Tassal,Rajasthani & Haldi-Mehndi-Mayra Décor,4.5 ft ₹75 · per piece,75,415,"Square Churdi Tassal, 4.5 ft, at ₹75 per piece.",in_stock,/img/products/415.webp,yes
Lotus Rajni Gendu,Rajasthani & Haldi-Mehndi-Mayra Décor,3.6 ft ₹75 · per piece,75,416,"Lotus Rajni Gendu, 3.6 ft, at ₹75 per piece.",in_stock,/img/products/416.webp,yes
Mogra Chakri Gendu,Rajasthani & Haldi-Mehndi-Mayra Décor,4 ft · packet of 5,400,417,"Mogra Chakri Gendu, 4 ft, sold in packets of 5 at ₹400 a packet.",in_stock,/img/products/417.webp,yes
Crystal Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,6 ft · packet of 10,850,418,"Crystal Lardi, 6 ft, sold in packets of 10 at ₹850 a packet.",in_stock,/img/products/418.webp,yes
Double Churdi Pompom Tussal,Rajasthani & Haldi-Mehndi-Mayra Décor,4 ft ₹105 · per piece,105,419,"Double Churdi Pompom Tussal, 4 ft, at ₹105 per piece.",in_stock,/img/products/419.webp,yes
Lotus Rajni,Rajasthani & Haldi-Mehndi-Mayra Décor,4 ft ₹110 · per piece,110,420,"Lotus Rajni, 4 ft, at ₹110 per piece.",in_stock,/img/products/420.webp,yes
Wool Tassal,Rajasthani & Haldi-Mehndi-Mayra Décor,29 cm · packet of 10,110,421,"Wool Tassal, 29 cm, sold in packets of 10 at ₹110 a packet.",in_stock,/img/products/421.webp|/img/products/421-2.webp|/img/products/421-3.webp,yes
Hanging Butterfly (2 × 2.2 ft),Lights & Lighting Décor,2 × 2.2 ft · per piece,850,3601,"Hanging butterfly light, 2 feet wide and 2.2 feet tall, at ₹850 per piece.",in_stock,/img/products/3601.webp|/img/products/3601-2.webp,yes
Hanging Butterfly (Design 2),Lights & Lighting Décor,Per piece,"1,120",3602,"Hanging butterfly light, at ₹1,120 per piece.",in_stock,/img/products/3602.webp,yes
Mango Leave Light Stand,Lights & Lighting Décor,1.10 × 5.5 ft · warm white · per piece,"1,420",3603,"Mango leave light stand, 1.10 feet wide and 5.5 feet tall, in warm white, at ₹1,420 per piece.",in_stock,/img/products/3603.webp|/img/products/3603-2.webp,yes
Flower Light Stand,Lights & Lighting Décor,"2.5 × 4 ft · warm white ₹1,550 · multi-colour with remote ₹1,750","1,550",3604,"Flower light stand, 2.5 feet wide and 4 feet tall: ₹1,550 in warm white, or ₹1,750 in multi-colour with a remote.",in_stock,/img/products/3604.webp|/img/products/3604-2.webp,yes
2 Pc Leave Light Stand,Lights & Lighting Décor,2.10 × 6.8 ft · warm white · per piece,"2,400",3605,"Two-piece leave light stand, 2.10 feet wide and 6.8 feet tall, in warm white, at ₹2,400 per piece.",in_stock,/img/products/3605.webp,yes
Butterfly Light Stand,Lights & Lighting Décor,7 × 6.5 ft · multi-colour with remote or warm white · per piece,"5,250",3606,"Butterfly light stand, 7 feet wide and 6.5 feet tall, at ₹5,250 per piece — multi-colour with a remote, or warm white.",in_stock,/img/products/3606.webp,yes
Wings Light Stand,Lights & Lighting Décor,6 × 6.8 ft · per piece,"5,250",3607,"Wings Light Stand, 6 × 6.8 ft, at ₹5,250 per piece.",in_stock,/img/products/3607.webp|/img/products/3607-2.webp,yes
Wings Light Stand Batak,Lights & Lighting Décor,7.5 × 7.5 ft · per piece,"6,800",3608,"Wings Light Stand Batak, 7.5 × 7.5 ft, at ₹6,800 per piece.",in_stock,/img/products/3608.webp,yes
Light Tree,Lights & Lighting Décor,6 × 6 ft · multi-colour or warm white · per piece,"4,200",3609,"Light tree, 6 × 6 feet, at ₹4,200 per piece, in multi-colour or warm white.",in_stock,/img/products/3609.webp,yes
Big Sun Light Stand,Lights & Lighting Décor,6 × 6.8 ft · per piece,"5,500",3610,"Big Sun Light Stand, 6 × 6.8 ft, at ₹5,500 per piece.",in_stock,/img/products/3610.webp,yes
Small Sun Light Stand,Lights & Lighting Décor,"3 ft ₹1,900 · 4 ft ₹2,400","1,900",3611,"Small sun light stand in two sizes, sold per piece: 3 feet ₹1,900, 4 feet ₹2,400.",in_stock,/img/products/3611.webp|/img/products/3611-2.webp,yes
Light Stand Panel,Lights & Lighting Décor,4 × 8 ft · per piece,"3,700",3612,"Light Stand Panel, 4 × 8 ft, at ₹3,700 per piece.",in_stock,/img/products/3612.webp,yes
Candle Light Panel,Lights & Lighting Décor,4 × 8 ft · per piece,"4,050",3613,"Candle Light Panel, 4 × 8 ft, at ₹4,050 per piece.",in_stock,/img/products/3613.webp,yes
Ring Light Panel,Lights & Lighting Décor,4 × 8 ft · per piece,"4,200",3614,"Ring Light Panel, 4 × 8 ft, at ₹4,200 per piece.",in_stock,/img/products/3614.webp|/img/products/3614-2.webp,yes
16 Candle Light Stand,Lights & Lighting Décor,4 × 5.7 ft · per piece,"2,100",3615,"16 Candle Light Stand, 4 × 5.7 ft, at ₹2,100 per piece.",in_stock,/img/products/3615.webp,yes
X Light Stand,Lights & Lighting Décor,4.8 × 4 ft · per piece,"1,650",3616,"X Light Stand, 4.8 × 4 ft, at ₹1,650 per piece.",in_stock,/img/products/3616.webp,yes
X Stand (Set of 3),Lights & Lighting Décor,"Set of 3 · 2, 3 and 4 ft · per set","3,000",3617,"X stand in a set of three — 2, 3 and 4 feet — at ₹3,000 per set.",in_stock,/img/products/3617.webp,yes
China Potli,"Gift Boxes, Trays, Bags & Baskets",4 × 6 in ₹6 · 5 × 7 in ₹8 · 7 × 9 in ₹10 · per piece,6,1501,"China Potli in 3 sizes, sold per piece: 4 × 6 in ₹6, 5 × 7 in ₹8, 7 × 9 in ₹10.",in_stock,/img/products/1501.webp,yes
Jute Potli,"Gift Boxes, Trays, Bags & Baskets",4 × 6 in ₹12 · 5 × 7 in ₹16 · 7 × 9 in ₹25 · per piece,12,1502,"Jute Potli in 3 sizes, sold per piece: 4 × 6 in ₹12, 5 × 7 in ₹16, 7 × 9 in ₹25.",in_stock,/img/products/1502.webp,yes
Leharia Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 8 in ₹14 · per piece,14,1503,"Leharia Potli, 5 × 8 in, at ₹14 per piece.",in_stock,/img/products/1503.webp,yes
Patola Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹14 · per piece,14,1504,"Patola Potli, 5 × 7 in, at ₹14 per piece.",in_stock,/img/products/1504.webp,yes
Bindi Print Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹14 · 7 × 9 in ₹20 · per piece,14,1505,"Bindi Print Potli in 2 sizes, sold per piece: 5 × 7 in ₹14, 7 × 9 in ₹20.",in_stock,/img/products/1505.webp,yes
Paan Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹14 · 7 × 9 in ₹20 · per piece,14,1506,"Paan Potli in 2 sizes, sold per piece: 5 × 7 in ₹14, 7 × 9 in ₹20.",in_stock,/img/products/1506.webp,yes
Wave Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 8 in ₹14 · per piece,14,1507,"Wave Potli, 5 × 8 in, at ₹14 per piece.",in_stock,/img/products/1507.webp,yes
Velvet Check Potli,"Gift Boxes, Trays, Bags & Baskets",4 × 6 in ₹18 · 7 × 9 in ₹25 · per piece,18,1508,"Velvet Check Potli in 2 sizes, sold per piece: 4 × 6 in ₹18, 7 × 9 in ₹25.",in_stock,/img/products/1508.webp|/img/products/1508-2.webp,yes
Velvet Work Potli,"Gift Boxes, Trays, Bags & Baskets",4 × 6 in ₹18 · 6 × 8 in ₹25 · per piece,18,1509,"Velvet Work Potli in 2 sizes, sold per piece: 4 × 6 in ₹18, 6 × 8 in ₹25.",in_stock,/img/products/1509.webp,yes
